transaction_id,customer_id,merchant_id,amount,currency,timestamp,payment_method,failure_type,failure_code,failure_reason,retry_count,customer_historical_success_rate,previous_success_rate,customer_payment_frequency,previous_failures,transaction_hour,day_of_week,subscription_status,amount_relative_to_historical_avg,time_since_previous_successful_payment,device_type,device_os,country,invoice_info,is_recoverable,recoverability_probability,expected_recovery_amount
TXN_BAF4A36CEE,CUST_1192,MERCH_245,916.52,INR,2026-06-25T05:31:35,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.652,0.679,7,3,5,3,active,2.38,50885.0,desktop,macOS,IN,"{""invoice_id"": ""INV_3D6E019F"", ""due_date"": ""2026-07-08"", ""items"": 3, ""tax"": 164.97}",1,0.93,852.36
TXN_D928575F6B,CUST_1896,MERCH_333,1082.88,USD,2026-06-25T05:43:02,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.821,0.747,5,0,5,3,active,1.21,46519.0,desktop,Android,IN,"{""invoice_id"": ""INV_EA341402"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 194.92}",1,0.772,835.98
TXN_8AD7100AB3,CUST_1780,MERCH_128,3610.38,INR,2026-06-25T05:43:28,upi,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,2,0.86,0.906,7,2,5,3,active,0.51,471260.0,mobile,iOS,US,"{""invoice_id"": ""INV_C4C37ADA"", ""due_date"": ""2026-06-29"", ""items"": 3, ""tax"": 649.87}",0,0.303,0.0
TXN_0986DB6119,CUST_1300,MERCH_152,1509.64,INR,2026-06-25T06:18:47,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.98,1.0,4,0,6,3,none,0.67,59653.0,mobile,iOS,IN,"{""invoice_id"": ""INV_93CBBA76"", ""due_date"": ""2026-07-08"", ""items"": 1, ""tax"": 271.74}",0,0.353,0.0
TXN_71E15DF70D,CUST_1259,MERCH_260,852.9,INR,2026-06-25T06:26:54,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.658,0.572,2,4,6,3,active,2.22,281708.0,mobile,iOS,IN,"{""invoice_id"": ""INV_93DE2974"", ""due_date"": ""2026-07-06"", ""items"": 3, ""tax"": 153.52}",1,0.91,776.14
TXN_0BF6A3FC73,CUST_2215,MERCH_230,35834.15,INR,2026-06-25T06:35:49,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,2,0.82,0.817,7,1,6,3,active,0.86,68415.0,tablet,Android,IN,"{""invoice_id"": ""INV_24170C27"", ""due_date"": ""2026-07-03"", ""items"": 2, ""tax"": 6450.15}",0,0.01,0.0
TXN_54F9E60747,CUST_2003,MERCH_247,1291.3,INR,2026-06-25T07:14:05,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.774,0.788,4,3,7,3,none,2.72,508111.0,mobile,iOS,IN,"{""invoice_id"": ""INV_AEAAA562"", ""due_date"": ""2026-07-01"", ""items"": 2, ""tax"": 232.43}",1,0.547,706.34
TXN_88E72665D7,CUST_1615,MERCH_231,3945.15,INR,2026-06-25T07:18:25,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.645,0.723,5,1,7,3,trial,1.87,197704.0,mobile,iOS,IN,"{""invoice_id"": ""INV_0C390838"", ""due_date"": ""2026-07-05"", ""items"": 1, ""tax"": 710.13}",0,0.01,0.0
TXN_108AD818A9,CUST_1431,MERCH_181,3619.12,INR,2026-06-25T07:19:43,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.791,0.795,6,2,7,3,active,0.24,49381.0,mobile,Android,IN,"{""invoice_id"": ""INV_6C51607F"", ""due_date"": ""2026-06-27"", ""items"": 3, ""tax"": 651.44}",1,0.664,2403.1
TXN_42C18E5654,CUST_1715,MERCH_235,1191.51,INR,2026-06-25T07:35:28,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.909,0.971,3,0,7,3,active,0.48,280493.0,desktop,Android,IN,"{""invoice_id"": ""INV_E5E6F6D3"", ""due_date"": ""2026-07-04"", ""items"": 3, ""tax"": 214.47}",1,0.658,784.01
TXN_0D55CE4BF9,CUST_1695,MERCH_313,906.53,INR,2026-06-25T07:50:43,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.904,0.849,5,1,7,3,active,1.62,2977.0,mobile,Android,US,"{""invoice_id"": ""INV_5D0A8B5B"", ""due_date"": ""2026-06-27"", ""items"": 1, ""tax"": 163.18}",1,0.99,897.46
TXN_1113534DDE,CUST_2240,MERCH_204,353.37,INR,2026-06-25T08:04:00,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.915,0.899,4,2,8,3,active,0.4,170656.0,desktop,macOS,IN,"{""invoice_id"": ""INV_DC971061"", ""due_date"": ""2026-07-08"", ""items"": 2, ""tax"": 63.61}",1,0.888,313.79
TXN_131EAF9C74,CUST_2114,MERCH_185,2309.51,INR,2026-06-25T08:21:29,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,3,0.909,0.925,4,0,8,3,canceled,2.39,979499.0,mobile,Android,US,"{""invoice_id"": ""INV_4A3866E8"", ""due_date"": ""2026-06-28"", ""items"": 3, ""tax"": 415.71}",1,0.579,1337.21
TXN_ACC8303D03,CUST_1197,MERCH_182,1873.47,INR,2026-06-25T08:24:59,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.711,0.645,8,2,8,3,active,0.53,225326.0,mobile,iOS,IN,"{""invoice_id"": ""INV_D3F83F6B"", ""due_date"": ""2026-07-01"", ""items"": 1, ""tax"": 337.22}",0,0.324,0.0
TXN_935694978A,CUST_1982,MERCH_255,537.96,INR,2026-06-25T08:25:33,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.902,0.853,1,2,8,3,active,1.25,751107.0,mobile,Android,IN,"{""invoice_id"": ""INV_4B434402"", ""due_date"": ""2026-06-28"", ""items"": 1, ""tax"": 96.83}",1,0.775,416.92
TXN_EB73033791,CUST_1038,MERCH_293,6428.39,INR,2026-06-25T08:32:20,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.647,0.667,4,0,8,3,trial,1.13,93454.0,mobile,Android,IN,"{""invoice_id"": ""INV_FA463282"", ""due_date"": ""2026-06-30"", ""items"": 3, ""tax"": 1157.11}",1,0.657,4223.45
TXN_E06738E175,CUST_1708,MERCH_172,3377.02,USD,2026-06-25T08:37:53,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.883,0.904,7,0,8,3,trial,3.14,97467.0,desktop,iOS,IN,"{""invoice_id"": ""INV_41743827"", ""due_date"": ""2026-06-30"", ""items"": 2, ""tax"": 607.86}",1,0.99,3343.25
TXN_11A70DA0AE,CUST_1470,MERCH_198,1844.75,INR,2026-06-25T08:44:17,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.935,1.0,4,0,8,3,active,1.12,259135.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4412EB83"", ""due_date"": ""2026-07-03"", ""items"": 1, ""tax"": 332.06}",1,0.726,1339.29
TXN_E28460DFA6,CUST_1078,MERCH_313,1250.19,INR,2026-06-25T08:47:04,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.523,0.505,9,4,8,3,active,0.83,338358.0,mobile,iOS,IN,"{""invoice_id"": ""INV_2BA2E6B6"", ""due_date"": ""2026-06-28"", ""items"": 2, ""tax"": 225.03}",1,0.62,775.12
TXN_AE7D147BC5,CUST_1728,MERCH_125,1459.59,INR,2026-06-25T08:53:05,wallet,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.866,0.872,5,0,8,3,none,0.56,520091.0,tablet,Android,IN,"{""invoice_id"": ""INV_C12741AE"", ""due_date"": ""2026-07-01"", ""items"": 1, ""tax"": 262.73}",1,0.87,1269.84
TXN_D5933DB8C0,CUST_2117,MERCH_133,554.65,INR,2026-06-25T09:02:44,net_banking,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.686,0.697,3,2,9,3,active,0.48,1180970.0,mobile,Android,IN,"{""invoice_id"": ""INV_43E345DD"", ""due_date"": ""2026-07-01"", ""items"": 1, ""tax"": 99.84}",1,0.903,500.85
TXN_360A7E2D57,CUST_1683,MERCH_170,986.74,INR,2026-06-25T09:13:13,debit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,2,0.767,0.787,5,1,9,3,none,1.79,462267.0,mobile,Android,IN,"{""invoice_id"": ""INV_38BDA9F7"", ""due_date"": ""2026-07-06"", ""items"": 2, ""tax"": 177.61}",0,0.291,0.0
TXN_2A5AFAD583,CUST_1042,MERCH_193,3726.73,INR,2026-06-25T09:21:13,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.711,0.689,4,1,9,3,canceled,2.05,1087.0,desktop,Android,IN,"{""invoice_id"": ""INV_10F59701"", ""due_date"": ""2026-07-05"", ""items"": 2, ""tax"": 670.81}",0,0.3,0.0
TXN_0BC7F08D3A,CUST_1131,MERCH_276,1538.33,INR,2026-06-25T09:42:36,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.647,0.613,7,2,9,3,none,1.91,59948.0,desktop,iOS,IN,"{""invoice_id"": ""INV_37B67050"", ""due_date"": ""2026-06-27"", ""items"": 3, ""tax"": 276.9}",0,0.01,0.0
TXN_2BE469700F,CUST_1076,MERCH_188,15390.5,INR,2026-06-25T10:25:50,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.804,0.794,6,1,10,3,canceled,0.5,32178.0,tablet,Android,IN,"{""invoice_id"": ""INV_51329664"", ""due_date"": ""2026-06-30"", ""items"": 2, ""tax"": 2770.29}",0,0.335,0.0
TXN_726DC51B6F,CUST_1038,MERCH_276,991.61,EUR,2026-06-25T10:47:27,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.851,0.839,5,2,10,3,active,0.13,417618.0,mobile,iOS,IN,"{""invoice_id"": ""INV_873C6F51"", ""due_date"": ""2026-07-02"", ""items"": 1, ""tax"": 178.49}",1,0.958,949.96
TXN_9E250AC0E3,CUST_1150,MERCH_300,1659.17,INR,2026-06-25T10:48:25,net_banking,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,1,0.851,0.86,3,0,10,3,active,0.97,62214.0,desktop,Android,IN,"{""invoice_id"": ""INV_1604B877"", ""due_date"": ""2026-07-06"", ""items"": 3, ""tax"": 298.65}",0,0.41,0.0
TXN_777BFA5022,CUST_1975,MERCH_126,2924.31,INR,2026-06-25T10:50:33,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.732,0.86,4,1,10,3,none,1.71,255498.0,desktop,Android,IN,"{""invoice_id"": ""INV_09D48767"", ""due_date"": ""2026-07-06"", ""items"": 2, ""tax"": 526.38}",1,0.878,2567.54
TXN_50B3CA68F2,CUST_2209,MERCH_292,3367.53,INR,2026-06-25T11:39:57,wallet,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.531,0.513,5,2,11,3,active,1.08,280490.0,desktop,Android,IN,"{""invoice_id"": ""INV_6484D456"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 606.16}",1,0.605,2037.36
TXN_2BCD3AA2B6,CUST_1317,MERCH_132,1405.14,INR,2026-06-25T11:41:27,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.684,0.699,6,1,11,3,active,0.33,73727.0,mobile,Android,IN,"{""invoice_id"": ""INV_A0CCA1A2"", ""due_date"": ""2026-06-27"", ""items"": 2, ""tax"": 252.93}",1,0.979,1375.63
TXN_5256009D4E,CUST_2158,MERCH_171,894.12,INR,2026-06-25T11:41:38,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.867,0.893,2,1,11,3,none,1.7,388236.0,desktop,Android,IN,"{""invoice_id"": ""INV_D8172C24"", ""due_date"": ""2026-07-04"", ""items"": 1, ""tax"": 160.94}",1,0.839,750.17
TXN_5599BA06FC,CUST_1436,MERCH_148,1345.58,INR,2026-06-25T12:15:03,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.889,0.77,6,0,12,3,active,0.8,301624.0,mobile,iOS,IN,"{""invoice_id"": ""INV_ADF4FCBB"", ""due_date"": ""2026-06-29"", ""items"": 1, ""tax"": 242.2}",1,0.669,900.19
TXN_F8AC30C2F7,CUST_1626,MERCH_162,2784.99,INR,2026-06-25T12:17:03,upi,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.914,0.966,5,1,12,3,none,2.15,364141.0,tablet,Android,IN,"{""invoice_id"": ""INV_B8A38FD2"", ""due_date"": ""2026-07-05"", ""items"": 1, ""tax"": 501.3}",1,0.61,1698.84
TXN_1D23C7A613,CUST_1550,MERCH_259,1388.72,INR,2026-06-25T12:59:48,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.787,0.758,5,2,12,3,none,0.28,5889.0,mobile,Android,IN,"{""invoice_id"": ""INV_3B4DD77C"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 249.97}",1,0.618,858.23
TXN_7C7DEBFD29,CUST_1339,MERCH_331,20596.48,INR,2026-06-25T13:16:08,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.83,0.856,4,1,13,3,trial,0.46,32410.0,mobile,iOS,IN,"{""invoice_id"": ""INV_09B9D95C"", ""due_date"": ""2026-07-07"", ""items"": 3, ""tax"": 3707.37}",1,0.99,20390.52
TXN_041DB57D31,CUST_2244,MERCH_118,1357.7,USD,2026-06-25T13:27:58,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.894,0.984,4,1,13,3,trial,0.35,77298.0,mobile,macOS,IN,"{""invoice_id"": ""INV_26DB5EAD"", ""due_date"": ""2026-06-27"", ""items"": 2, ""tax"": 244.39}",1,0.99,1344.12
TXN_EFB4E728A6,CUST_1657,MERCH_327,2318.33,INR,2026-06-25T13:35:09,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.667,0.692,7,3,13,3,active,1.14,161339.0,tablet,iOS,IN,"{""invoice_id"": ""INV_5FF4D45F"", ""due_date"": ""2026-07-07"", ""items"": 3, ""tax"": 417.3}",1,0.841,1949.72
TXN_B879D127E9,CUST_1917,MERCH_277,1884.83,INR,2026-06-25T13:38:02,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.732,0.739,4,0,13,3,none,0.42,208762.0,mobile,iOS,IN,"{""invoice_id"": ""INV_948984CD"", ""due_date"": ""2026-07-02"", ""items"": 1, ""tax"": 339.27}",1,0.89,1677.5
TXN_84D060F2CE,CUST_1360,MERCH_336,1463.82,INR,2026-06-25T13:44:20,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,4,0.681,0.762,3,3,13,3,none,0.76,211984.0,mobile,Android,IN,"{""invoice_id"": ""INV_87E89F5F"", ""due_date"": ""2026-07-03"", ""items"": 2, ""tax"": 263.49}",0,0.121,0.0
TXN_8781C6A3B7,CUST_1995,MERCH_121,4345.77,INR,2026-06-25T13:59:37,wallet,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.711,0.819,3,1,13,3,trial,1.17,912211.0,desktop,macOS,IN,"{""invoice_id"": ""INV_C98D1B28"", ""due_date"": ""2026-06-30"", ""items"": 3, ""tax"": 782.24}",0,0.492,0.0
TXN_FD4ECAD0FB,CUST_1770,MERCH_330,657.61,INR,2026-06-25T14:05:57,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.706,0.639,7,3,14,3,active,1.8,1022786.0,mobile,iOS,IN,"{""invoice_id"": ""INV_5BD710ED"", ""due_date"": ""2026-07-01"", ""items"": 3, ""tax"": 118.37}",1,0.889,584.62
TXN_628B1000CC,CUST_1189,MERCH_189,19294.59,INR,2026-06-25T14:07:05,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.687,0.551,4,4,14,3,active,0.57,58994.0,mobile,Android,IN,"{""invoice_id"": ""INV_59E92457"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 3473.03}",1,0.99,19101.64
TXN_5F7031BF69,CUST_1412,MERCH_166,917.86,INR,2026-06-25T14:28:57,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.855,0.772,6,0,14,3,active,2.19,17426.0,mobile,Windows,IN,"{""invoice_id"": ""INV_F1EC18FB"", ""due_date"": ""2026-07-05"", ""items"": 2, ""tax"": 165.21}",1,0.81,743.47
TXN_A5B225E700,CUST_1328,MERCH_337,2910.96,INR,2026-06-25T14:48:47,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.941,0.753,3,0,14,3,trial,0.31,334799.0,mobile,iOS,IN,"{""invoice_id"": ""INV_1BF4CDAE"", ""due_date"": ""2026-07-04"", ""items"": 1, ""tax"": 523.97}",0,0.078,0.0
TXN_57131F86AA,CUST_2245,MERCH_236,2234.15,INR,2026-06-25T14:49:32,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.841,0.923,4,1,14,3,active,0.99,164436.0,mobile,Android,IN,"{""invoice_id"": ""INV_72B96974"", ""due_date"": ""2026-07-08"", ""items"": 3, ""tax"": 402.15}",1,0.729,1628.7
TXN_02121CFF8D,CUST_1091,MERCH_262,1772.26,USD,2026-06-25T14:59:53,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.98,1.0,5,0,14,3,active,0.33,77644.0,desktop,iOS,IN,"{""invoice_id"": ""INV_9782CE15"", ""due_date"": ""2026-06-30"", ""items"": 1, ""tax"": 319.01}",0,0.017,0.0
TXN_9F1D1A53EF,CUST_1439,MERCH_170,6776.47,INR,2026-06-25T15:08:49,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.842,0.934,5,0,15,3,none,1.1,44838.0,mobile,iOS,IN,"{""invoice_id"": ""INV_2DD40AED"", ""due_date"": ""2026-06-30"", ""items"": 2, ""tax"": 1219.76}",1,0.874,5922.63
TXN_2D8957E5A9,CUST_2129,MERCH_178,12657.98,INR,2026-06-25T15:36:51,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.693,0.668,7,2,15,3,none,0.73,208596.0,mobile,macOS,IN,"{""invoice_id"": ""INV_E410E5CC"", ""due_date"": ""2026-06-30"", ""items"": 3, ""tax"": 2278.44}",0,0.286,0.0
TXN_E6680B1B98,CUST_1244,MERCH_231,828.94,INR,2026-06-25T16:31:03,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.924,0.772,3,1,16,3,active,0.97,550436.0,desktop,iOS,IN,"{""invoice_id"": ""INV_016037A3"", ""due_date"": ""2026-07-03"", ""items"": 1, ""tax"": 149.21}",0,0.251,0.0
TXN_6D4E20BBE4,CUST_1908,MERCH_136,845.58,INR,2026-06-25T16:33:05,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.912,1.0,6,0,16,3,canceled,2.78,79851.0,mobile,Windows,SG,"{""invoice_id"": ""INV_3BA64C41"", ""due_date"": ""2026-07-02"", ""items"": 2, ""tax"": 152.2}",0,0.229,0.0
TXN_389C530CAD,CUST_1832,MERCH_127,3109.37,INR,2026-06-25T16:33:39,net_banking,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.639,0.697,5,4,16,3,trial,0.57,1849363.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4C1557CB"", ""due_date"": ""2026-06-28"", ""items"": 3, ""tax"": 559.69}",1,0.541,1682.17
TXN_5556D7B2AF,CUST_1096,MERCH_236,1722.78,INR,2026-06-25T16:47:11,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.902,0.811,5,0,16,3,none,1.14,88248.0,mobile,Android,US,"{""invoice_id"": ""INV_70814FFF"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 310.1}",1,0.842,1450.58
TXN_8968A9AAD4,CUST_1937,MERCH_134,1098.86,INR,2026-06-25T16:56:03,credit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,1,0.741,0.635,7,0,16,3,active,2.08,239043.0,mobile,Windows,US,"{""invoice_id"": ""INV_87EF5D25"", ""due_date"": ""2026-07-06"", ""items"": 3, ""tax"": 197.79}",1,0.54,593.38
TXN_C08DD45FE1,CUST_1953,MERCH_211,1362.36,INR,2026-06-25T16:56:43,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.889,0.884,3,2,16,3,none,0.88,399868.0,mobile,Android,IN,"{""invoice_id"": ""INV_300DDD7E"", ""due_date"": ""2026-07-02"", ""items"": 3, ""tax"": 245.22}",0,0.306,0.0
TXN_A3DEB4291A,CUST_1574,MERCH_339,1097.93,INR,2026-06-25T17:06:19,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.966,0.973,3,0,17,3,active,0.59,86228.0,mobile,Windows,SG,"{""invoice_id"": ""INV_BFAA985C"", ""due_date"": ""2026-06-26"", ""items"": 3, ""tax"": 197.63}",1,0.917,1006.8
TXN_C5B2180BDE,CUST_1102,MERCH_342,589.95,INR,2026-06-25T17:18:00,net_banking,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.76,0.806,3,4,17,3,active,0.88,814936.0,desktop,Android,IN,"{""invoice_id"": ""INV_55C8A262"", ""due_date"": ""2026-07-06"", ""items"": 2, ""tax"": 106.19}",1,0.795,469.01
TXN_6AC04161BB,CUST_1828,MERCH_252,2373.9,INR,2026-06-25T17:33:56,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.745,0.762,4,1,17,3,none,0.98,408074.0,desktop,iOS,IN,"{""invoice_id"": ""INV_D0B4A386"", ""due_date"": ""2026-06-29"", ""items"": 1, ""tax"": 427.3}",0,0.331,0.0
TXN_549233A79A,CUST_1512,MERCH_108,1905.44,USD,2026-06-25T18:13:28,wallet,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,3,0.865,0.76,7,0,18,3,active,1.25,395120.0,mobile,iOS,IN,"{""invoice_id"": ""INV_D31B2E54"", ""due_date"": ""2026-07-07"", ""items"": 1, ""tax"": 342.98}",0,0.212,0.0
TXN_0FF1F0A622,CUST_1665,MERCH_288,1149.29,INR,2026-06-25T18:17:13,debit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.913,0.993,2,1,18,3,active,1.89,55688.0,mobile,Android,IN,"{""invoice_id"": ""INV_3093F823"", ""due_date"": ""2026-06-30"", ""items"": 3, ""tax"": 206.87}",0,0.48,0.0
TXN_6246262EEC,CUST_1034,MERCH_151,269.49,INR,2026-06-25T18:23:45,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.953,1.0,4,0,18,3,canceled,1.41,52375.0,desktop,Android,AE,"{""invoice_id"": ""INV_EBB44842"", ""due_date"": ""2026-07-07"", ""items"": 1, ""tax"": 48.51}",1,0.651,175.44
TXN_B89D30A4D4,CUST_1396,MERCH_324,1297.4,INR,2026-06-25T18:24:37,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.817,0.711,5,0,18,3,active,0.66,81236.0,desktop,Android,IN,"{""invoice_id"": ""INV_5E120888"", ""due_date"": ""2026-06-29"", ""items"": 2, ""tax"": 233.53}",1,0.99,1284.43
TXN_16FE2A6776,CUST_1026,MERCH_244,12833.7,INR,2026-06-25T18:27:22,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.855,0.944,4,0,18,3,none,1.61,239879.0,mobile,Android,IN,"{""invoice_id"": ""INV_0CA74E15"", ""due_date"": ""2026-07-04"", ""items"": 3, ""tax"": 2310.07}",0,0.22,0.0
TXN_DF5519AF95,CUST_1305,MERCH_303,1295.52,INR,2026-06-25T18:37:39,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.578,0.513,2,4,18,3,trial,1.22,764792.0,mobile,Android,IN,"{""invoice_id"": ""INV_7711EB16"", ""due_date"": ""2026-07-01"", ""items"": 3, ""tax"": 233.19}",1,0.504,652.94
TXN_4FC61237E9,CUST_1698,MERCH_108,1337.01,INR,2026-06-25T18:38:14,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.787,0.724,8,1,18,3,canceled,2.11,118822.0,mobile,iOS,IN,"{""invoice_id"": ""INV_B066E0FD"", ""due_date"": ""2026-07-08"", ""items"": 1, ""tax"": 240.66}",1,0.778,1040.19
TXN_103C0D9A26,CUST_1580,MERCH_153,1115.41,INR,2026-06-25T18:42:48,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.884,0.954,4,0,18,3,trial,0.52,323895.0,mobile,iOS,IN,"{""invoice_id"": ""INV_BC19ECE5"", ""due_date"": ""2026-07-03"", ""items"": 3, ""tax"": 200.77}",1,0.897,1000.52
TXN_CACD8033C9,CUST_1164,MERCH_232,3358.84,INR,2026-06-25T18:51:48,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,3,0.677,0.759,4,1,18,3,none,1.51,1232819.0,mobile,Android,IN,"{""invoice_id"": ""INV_882366BB"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 604.59}",1,0.67,2250.42
TXN_A5999F5857,CUST_1101,MERCH_290,5291.39,INR,2026-06-25T18:54:12,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.754,0.822,6,1,18,3,active,0.84,432206.0,mobile,Android,IN,"{""invoice_id"": ""INV_54713742"", ""due_date"": ""2026-06-29"", ""items"": 1, ""tax"": 952.45}",1,0.853,4513.56
TXN_B8C76C3B2B,CUST_1454,MERCH_223,938.59,USD,2026-06-25T19:05:13,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.751,0.785,2,3,19,3,trial,0.55,1003056.0,mobile,Android,IN,"{""invoice_id"": ""INV_66167AD2"", ""due_date"": ""2026-07-08"", ""items"": 3, ""tax"": 168.95}",1,0.752,705.82
